Strike,Last Price,Bid,Mid,Ask,Volume,Open Interest,IV,Delta,Gamma,Theta,Vega,OptionType,Expiration,IV,Last_Price,OI,UndPrice
593.00,34.64,33.63,34.66,35.68,3,0,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,34.64,0,627.58
594.00,34.78,32.64,33.68,34.71,2,2,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,34.78,2,627.58
595.00,32.28,31.63,32.67,33.71,6,8,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,32.28,8,627.58
596.00,-,30.62,31.65,32.68,0,0,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,,0,627.58
597.00,-,29.63,30.67,31.72,0,3,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,,3,627.58
598.00,29.30,28.63,29.65,30.67,1,7,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,29.3,7,627.58
599.00,29.84,27.62,28.64,29.66,2,51,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,29.84,51,627.58
600.00,27.68,26.63,27.66,28.68,13,74,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,27.68,74,627.58
601.00,-,25.63,26.66,27.68,0,2,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,,2,627.58
602.00,-,24.63,25.66,26.69,0,2,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,,2,627.58
603.00,-,23.61,24.65,25.69,0,4,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,,4,627.58
604.00,25.20,22.63,23.65,24.67,25,25,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,25.2,25,627.58
605.00,22.41,21.63,22.66,23.68,15,36,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,22.41,36,627.58
606.00,21.10,20.63,21.66,22.68,1,7,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,21.1,7,627.58
607.00,-,19.63,20.67,21.72,0,31,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,,31,627.58
608.00,19.24,18.63,19.66,20.68,6,22,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,19.24,22,627.58
609.00,18.20,17.64,18.66,19.68,4,12,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,18.2,12,627.58
610.00,17.29,16.64,17.67,18.69,444,71,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,17.29,71,627.58
611.00,17.36,16.40,16.62,16.83,5,118,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,17.36,118,627.58
612.00,15.65,14.65,15.67,16.69,10,17,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,15.65,17,627.58
613.00,14.27,14.62,14.69,14.76,13,32,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,14.27,32,627.58
614.00,13.22,13.65,13.71,13.76,16,45,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,13.22,45,627.58
615.00,12.67,12.66,12.72,12.77,74,105,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,12.67,105,627.58
616.00,11.72,11.63,11.69,11.75,12,78,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,11.72,78,627.58
617.00,10.72,10.68,10.74,10.79,674,105,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,10.72,105,627.58
618.00,9.75,9.71,9.75,9.79,567,136,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,9.75,136,627.58
619.00,8.85,8.70,8.75,8.81,361,347,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,8.85,347,627.58
620.00,7.70,7.75,7.80,7.84,675,"1,211",0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,7.7,1211,627.58
621.00,6.92,6.81,6.86,6.90,699,807,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,6.92,807,627.58
622.00,5.95,5.87,5.91,5.95,391,793,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-07-18,0.0,5.95,793,627.58
623.00,5.02,4.97,4.99,5.02,1566,745,5.37%,0.95,0.0336,-0.12,0.06,Call,2025-07-18,0.0537,5.02,745,627.58
624.00,4.12,4.12,4.14,4.15,4312,"2,539",6.05%,0.88,0.0594,-0.18,0.11,Call,2025-07-18,0.0605,4.12,2539,627.58
625.00,3.29,3.26,3.28,3.30,9877,"3,682",5.99%,0.81,0.0809,-0.21,0.15,Call,2025-07-18,0.0599,3.29,3682,627.58
626.00,2.50,2.50,2.51,2.52,18493,"2,121",5.97%,0.72,0.1011,-0.25,0.19,Call,2025-07-18,0.059699999999999996,2.5,2121,627.58
627.00,1.80,1.79,1.80,1.81,64482,"1,717",5.76%,0.62,0.1192,-0.26,0.21,Call,2025-07-18,0.0576,1.8,1717,627.58
628.00,1.22,1.21,1.22,1.23,108340,"2,551",5.63%,0.49,0.1272,-0.25,0.22,Call,2025-07-18,0.056299999999999996,1.22,2551,627.58
629.00,0.76,0.76,0.77,0.77,64227,"5,086",5.50%,0.37,0.1227,-0.23,0.21,Call,2025-07-18,0.055,0.76,5086,627.58
630.00,0.44,0.43,0.44,0.44,49455,"4,632",5.37%,0.25,0.1055,-0.18,0.18,Call,2025-07-18,0.0537,0.44,4632,627.58
631.00,0.24,0.23,0.24,0.24,24732,"1,816",5.34%,0.15,0.0793,-0.13,0.13,Call,2025-07-18,0.053399999999999996,0.24,1816,627.58
632.00,0.12,0.11,0.11,0.12,20877,"2,941",5.30%,0.09,0.0529,-0.09,0.09,Call,2025-07-18,0.053,0.12,2941,627.58
633.00,0.06,0.05,0.06,0.06,18670,"1,368",5.34%,0.05,0.0319,-0.05,0.05,Call,2025-07-18,0.053399999999999996,0.06,1368,627.58
634.00,0.03,0.02,0.03,0.03,10442,"1,978",5.40%,0.02,0.0178,-0.03,0.03,Call,2025-07-18,0.054000000000000006,0.03,1978,627.58
635.00,0.01,0.01,0.02,0.02,9820,"3,592",5.70%,0.01,0.0109,-0.02,0.02,Call,2025-07-18,0.057,0.01,3592,627.58
636.00,0.01,0.01,0.02,0.02,11095,860,6.39%,0.01,0.0089,-0.02,0.02,Call,2025-07-18,0.0639,0.01,860,627.58
637.00,0.01,0.00,0.01,0.01,1291,"2,463",6.21%,0.00,0.0039,-0.01,0.01,Call,2025-07-18,0.0621,0.01,2463,627.58
638.00,0.01,0.00,0.01,0.01,1868,"4,311",6.81%,0.00,0.0033,-0.01,0.01,Call,2025-07-18,0.0681,0.01,4311,627.58
639.00,0.01,0.00,0.01,0.01,774,"1,090",7.40%,0.00,0.0028,-0.01,0.01,Call,2025-07-18,0.07400000000000001,0.01,1090,627.58
640.00,0.02,0.00,0.01,0.01,1982,"2,002",7.99%,0.00,0.0025,-0.01,0.01,Call,2025-07-18,0.0799,0.02,2002,627.58
641.00,0.01,0.00,0.01,0.01,1527,738,8.58%,0.00,0.0022,-0.01,0.01,Call,2025-07-18,0.0858,0.01,738,627.58
642.00,0.01,0.00,0.01,0.01,41,"2,023",9.16%,0.00,0.0019,-0.01,0.01,Call,2025-07-18,0.0916,0.01,2023,627.58
643.00,0.01,0.00,0.01,0.01,5,452,9.74%,0.00,0.0017,-0.01,0.01,Call,2025-07-18,0.0974,0.01,452,627.58
644.00,-,0.00,0.01,0.01,0,240,10.31%,0.00,0.0015,-0.01,0.00,Call,2025-07-18,0.10310000000000001,,240,627.58
645.00,0.01,0.00,0.01,0.01,66,534,10.88%,0.00,0.0014,-0.01,0.00,Call,2025-07-18,0.10880000000000001,0.01,534,627.58
646.00,0.01,0.00,0.01,0.01,3,25,11.45%,0.00,0.0013,-0.01,0.00,Call,2025-07-18,0.11449999999999999,0.01,25,627.58
647.00,-,0.00,0.01,0.01,0,922,12.00%,0.00,0.0012,-0.01,0.00,Call,2025-07-18,0.12,,922,627.58
648.00,-,0.00,0.01,0.01,0,7,12.56%,0.00,0.0011,-0.01,0.00,Call,2025-07-18,0.12560000000000002,,7,627.58
649.00,-,0.00,0.01,0.01,0,386,13.12%,0.00,0.0010,-0.01,0.00,Call,2025-07-18,0.13119999999999998,,386,627.58
650.00,0.01,0.00,0.01,0.01,64,367,13.68%,0.00,0.0009,-0.01,0.00,Call,2025-07-18,0.1368,0.01,367,627.58
655.00,-,0.00,0.01,0.01,0,153,16.40%,0.00,0.0007,-0.01,0.00,Call,2025-07-18,0.16399999999999998,,153,627.58
660.00,-,0.00,0.01,0.01,0,4,19.06%,0.00,0.0005,-0.01,0.00,Call,2025-07-18,0.1906,,4,627.58
665.00,-,0.00,0.01,0.01,0,"1,003",21.67%,0.00,0.0004,-0.01,0.00,Call,2025-07-18,0.2167,,1003,627.58
670.00,-,0.00,0.01,0.01,0,244,24.23%,0.00,0.0003,-0.01,0.00,Call,2025-07-18,0.24230000000000002,,244,627.58
675.00,-,0.00,0.01,0.01,0,0,26.76%,0.00,0.0003,-0.01,0.00,Call,2025-07-18,0.2676,,0,627.58
680.00,-,0.00,0.01,0.01,0,51,29.24%,0.00,0.0002,-0.01,0.00,Call,2025-07-18,0.2924,,51,627.58
685.00,-,0.00,0.01,0.01,0,1,31.69%,0.00,0.0002,-0.01,0.00,Call,2025-07-18,0.3169,,1,627.58
690.00,-,0.00,0.01,0.01,0,10,34.11%,0.00,0.0002,-0.01,0.00,Call,2025-07-18,0.3411,,10,627.58
695.00,-,0.00,0.01,0.01,0,101,36.49%,0.00,0.0002,-0.01,0.00,Call,2025-07-18,0.3649,,101,627.58
700.00,-,0.00,0.01,0.01,0,1,38.85%,0.00,0.0001,-0.01,0.00,Call,2025-07-18,0.3885,,1,627.58
705.00,-,0.00,0.01,0.01,0,0,41.17%,0.00,0.0001,-0.01,0.00,Call,2025-07-18,0.4117,,0,627.58
710.00,-,0.00,0.01,0.01,0,0,43.47%,0.00,0.0001,-0.01,0.00,Call,2025-07-18,0.4347,,0,627.58
715.00,-,0.00,0.01,0.01,0,0,45.74%,0.00,0.0001,-0.01,0.00,Call,2025-07-18,0.45740000000000003,,0,627.58
400.00,0.01,0.00,0.01,0.01,9,55,148.16%,0.00,0.0000,-0.01,0.00,Put,2025-07-18,1.4816,0.01,55,627.58
405.00,-,0.00,0.01,0.01,0,27,144.29%,0.00,0.0000,-0.01,0.00,Put,2025-07-18,1.4428999999999998,,27,627.58
410.00,-,0.00,0.01,0.01,0,124,140.47%,0.00,0.0000,-0.01,0.00,Put,2025-07-18,1.4047,,124,627.58
415.00,-,0.00,0.01,0.01,0,2,136.69%,0.00,0.0000,-0.01,0.00,Put,2025-07-18,1.3669,,2,627.58
420.00,-,0.00,0.01,0.01,0,0,132.95%,0.00,0.0000,-0.01,0.00,Put,2025-07-18,1.3295,,0,627.58
425.00,-,0.00,0.01,0.01,0,0,129.26%,0.00,0.0000,-0.01,0.00,Put,2025-07-18,1.2926,,0,627.58
430.00,-,0.00,0.01,0.01,0,0,125.60%,0.00,0.0000,-0.01,0.00,Put,2025-07-18,1.256,,0,627.58
435.00,-,0.00,0.01,0.01,0,10,121.98%,0.00,0.0000,-0.01,0.00,Put,2025-07-18,1.2198,,10,627.58
440.00,-,0.00,0.01,0.01,0,0,118.40%,0.00,0.0000,-0.01,0.00,Put,2025-07-18,1.1840000000000002,,0,627.58
445.00,-,0.00,0.01,0.01,0,1,114.86%,0.00,0.0000,-0.01,0.00,Put,2025-07-18,1.1486,,1,627.58
450.00,-,0.00,0.01,0.01,0,0,111.35%,0.00,0.0000,-0.01,0.00,Put,2025-07-18,1.1135,,0,627.58
455.00,-,0.00,0.01,0.01,0,66,107.87%,0.00,0.0000,-0.01,0.00,Put,2025-07-18,1.0787,,66,627.58
460.00,-,0.00,0.01,0.01,0,1,104.43%,0.00,0.0000,-0.01,0.00,Put,2025-07-18,1.0443,,1,627.58
465.00,-,0.00,0.01,0.01,0,100,101.02%,0.00,0.0000,-0.01,0.00,Put,2025-07-18,1.0102,,100,627.58
470.00,-,0.00,0.01,0.01,0,7,97.64%,0.00,0.0000,-0.01,0.00,Put,2025-07-18,0.9764,,7,627.58
475.00,-,0.00,0.01,0.01,0,14,94.29%,0.00,0.0000,-0.01,0.00,Put,2025-07-18,0.9429000000000001,,14,627.58
480.00,-,0.00,0.01,0.01,0,0,90.97%,0.00,0.0000,-0.01,0.00,Put,2025-07-18,0.9097,,0,627.58
485.00,-,0.00,0.01,0.01,0,200,87.67%,0.00,0.0000,-0.01,0.00,Put,2025-07-18,0.8767,,200,627.58
490.00,-,0.00,0.01,0.01,0,1,84.41%,0.00,0.0000,-0.01,0.00,Put,2025-07-18,0.8441,,1,627.58
495.00,-,0.00,0.01,0.01,0,29,81.17%,0.00,0.0000,-0.01,0.00,Put,2025-07-18,0.8117,,29,627.58
500.00,-,0.00,0.01,0.01,0,728,77.96%,0.00,0.0000,-0.01,0.00,Put,2025-07-18,0.7796,,728,627.58
505.00,-,0.00,0.01,0.01,0,179,74.78%,0.00,0.0000,-0.01,0.00,Put,2025-07-18,0.7478,,179,627.58
510.00,-,0.00,0.01,0.01,0,160,71.62%,0.00,0.0000,-0.01,0.00,Put,2025-07-18,0.7162000000000001,,160,627.58
515.00,-,0.00,0.01,0.01,0,361,68.48%,0.00,0.0000,-0.01,0.00,Put,2025-07-18,0.6848000000000001,,361,627.58
520.00,-,0.00,0.01,0.01,0,268,65.36%,0.00,0.0000,-0.01,0.00,Put,2025-07-18,0.6536,,268,627.58
525.00,-,0.00,0.01,0.01,0,101,62.27%,0.00,0.0001,-0.01,0.00,Put,2025-07-18,0.6227,,101,627.58
530.00,0.01,0.00,0.01,0.01,5,58,59.20%,0.00,0.0001,-0.01,0.00,Put,2025-07-18,0.5920000000000001,0.01,58,627.58
535.00,0.01,0.00,0.01,0.01,256,"1,890",56.14%,0.00,0.0001,-0.01,0.00,Put,2025-07-18,0.5614,0.01,1890,627.58
540.00,0.01,0.00,0.01,0.01,476,237,53.11%,0.00,0.0001,-0.01,0.00,Put,2025-07-18,0.5311,0.01,237,627.58
545.00,-,0.00,0.01,0.01,0,26,50.09%,0.00,0.0001,-0.01,0.00,Put,2025-07-18,0.5009,,26,627.58
550.00,0.01,0.00,0.01,0.01,79,383,47.09%,0.00,0.0001,-0.01,0.00,Put,2025-07-18,0.47090000000000004,0.01,383,627.58
555.00,0.01,0.00,0.01,0.01,194,"1,475",44.11%,0.00,0.0001,-0.01,0.00,Put,2025-07-18,0.4411,0.01,1475,627.58
560.00,0.01,0.00,0.01,0.01,110,238,41.13%,0.00,0.0001,-0.01,0.00,Put,2025-07-18,0.4113,0.01,238,627.58
565.00,0.01,0.00,0.01,0.01,888,712,38.17%,0.00,0.0001,-0.01,0.00,Put,2025-07-18,0.38170000000000004,0.01,712,627.58
570.00,0.01,0.00,0.01,0.01,4048,327,35.23%,0.00,0.0002,-0.01,0.00,Put,2025-07-18,0.35229999999999995,0.01,327,627.58
575.00,0.01,0.01,0.02,0.02,428,"2,185",35.62%,0.00,0.0004,-0.03,0.00,Put,2025-07-18,0.35619999999999996,0.01,2185,627.58
580.00,0.01,0.01,0.02,0.02,1603,"3,157",32.43%,0.00,0.0005,-0.03,0.00,Put,2025-07-18,0.3243,0.01,3157,627.58
585.00,0.01,0.01,0.02,0.02,1038,406,29.24%,0.00,0.0006,-0.03,0.01,Put,2025-07-18,0.2924,0.01,406,627.58
590.00,0.02,0.01,0.02,0.02,294,"5,403",26.05%,0.00,0.0007,-0.03,0.01,Put,2025-07-18,0.2605,0.02,5403,627.58
591.00,0.02,0.01,0.02,0.02,2961,50,25.42%,0.00,0.0007,-0.03,0.01,Put,2025-07-18,0.25420000000000004,0.02,50,627.58
592.00,0.02,0.01,0.02,0.02,6861,103,24.78%,0.00,0.0008,-0.03,0.01,Put,2025-07-18,0.24780000000000002,0.02,103,627.58
593.00,0.02,0.01,0.02,0.02,678,60,24.14%,0.00,0.0008,-0.03,0.01,Put,2025-07-18,0.2414,0.02,60,627.58
594.00,0.02,0.01,0.02,0.02,4567,156,23.49%,0.00,0.0008,-0.02,0.01,Put,2025-07-18,0.2349,0.02,156,627.58
595.00,0.01,0.01,0.02,0.02,724,843,22.85%,0.00,0.0009,-0.02,0.01,Put,2025-07-18,0.2285,0.01,843,627.58
596.00,0.02,0.02,0.03,0.03,1478,120,23.49%,-0.01,0.0013,-0.04,0.01,Put,2025-07-18,0.2349,0.02,120,627.58
597.00,-,0.01,0.02,0.02,0,383,21.57%,0.00,0.0010,-0.02,0.01,Put,2025-07-18,0.2157,,383,627.58
598.00,0.02,0.01,0.02,0.02,469,"1,066",20.93%,0.00,0.0010,-0.02,0.01,Put,2025-07-18,0.20929999999999999,0.02,1066,627.58
599.00,0.03,0.02,0.03,0.03,1112,750,21.47%,-0.01,0.0015,-0.04,0.01,Put,2025-07-18,0.2147,0.03,750,627.58
600.00,0.02,0.02,0.03,0.03,1495,"4,140",20.79%,-0.01,0.0016,-0.04,0.01,Put,2025-07-18,0.2079,0.02,4140,627.58
601.00,0.03,0.02,0.03,0.03,503,"1,139",20.12%,-0.01,0.0017,-0.04,0.01,Put,2025-07-18,0.20120000000000002,0.03,1139,627.58
602.00,0.02,0.02,0.03,0.03,136,688,19.44%,-0.01,0.0018,-0.04,0.01,Put,2025-07-18,0.19440000000000002,0.02,688,627.58
603.00,0.03,0.02,0.03,0.03,3139,"4,615",18.76%,-0.01,0.0019,-0.04,0.01,Put,2025-07-18,0.18760000000000002,0.03,4615,627.58
604.00,0.03,0.02,0.03,0.03,426,697,18.09%,-0.01,0.0021,-0.04,0.01,Put,2025-07-18,0.1809,0.03,697,627.58
605.00,0.02,0.02,0.03,0.03,2142,"1,665",17.41%,-0.01,0.0022,-0.04,0.01,Put,2025-07-18,0.1741,0.02,1665,627.58
606.00,0.03,0.02,0.03,0.03,4147,"1,045",16.72%,-0.01,0.0024,-0.04,0.01,Put,2025-07-18,0.1672,0.03,1045,627.58
607.00,0.04,0.02,0.03,0.03,530,"1,277",16.04%,-0.01,0.0026,-0.03,0.01,Put,2025-07-18,0.1604,0.04,1277,627.58
608.00,0.02,0.02,0.03,0.03,457,850,15.35%,-0.01,0.0028,-0.03,0.01,Put,2025-07-18,0.1535,0.02,850,627.58
609.00,0.03,0.03,0.04,0.04,5987,"1,012",15.32%,-0.01,0.0036,-0.05,0.02,Put,2025-07-18,0.1532,0.03,1012,627.58
610.00,0.04,0.03,0.04,0.04,2171,"3,858",14.60%,-0.01,0.0039,-0.04,0.02,Put,2025-07-18,0.146,0.04,3858,627.58
611.00,0.04,0.03,0.04,0.04,939,"3,331",13.88%,-0.01,0.0043,-0.04,0.02,Put,2025-07-18,0.1388,0.04,3331,627.58
612.00,0.04,0.03,0.04,0.04,2608,"1,615",13.16%,-0.01,0.0047,-0.04,0.02,Put,2025-07-18,0.1316,0.04,1615,627.58
613.00,0.05,0.04,0.05,0.05,1240,"2,965",12.89%,-0.02,0.0060,-0.05,0.02,Put,2025-07-18,0.12890000000000001,0.05,2965,627.58
614.00,0.04,0.05,0.06,0.06,3326,"1,704",12.52%,-0.02,0.0073,-0.06,0.03,Put,2025-07-18,0.1252,0.04,1704,627.58
615.00,0.06,0.05,0.06,0.06,8485,"4,061",11.75%,-0.02,0.0082,-0.06,0.03,Put,2025-07-18,0.1175,0.06,4061,627.58
616.00,0.06,0.06,0.07,0.07,2984,"1,739",11.26%,-0.03,0.0099,-0.07,0.03,Put,2025-07-18,0.11259999999999999,0.06,1739,627.58
617.00,0.08,0.08,0.08,0.09,6570,"2,321",10.97%,-0.04,0.0127,-0.08,0.04,Put,2025-07-18,0.1097,0.08,2321,627.58
618.00,0.11,0.10,0.11,0.11,9231,"2,321",10.55%,-0.04,0.0157,-0.09,0.05,Put,2025-07-18,0.10550000000000001,0.11,2321,627.58
619.00,0.13,0.13,0.14,0.14,12303,"2,564",10.19%,-0.06,0.0198,-0.11,0.06,Put,2025-07-18,0.10189999999999999,0.13,2564,627.58
620.00,0.16,0.16,0.17,0.17,33783,"6,371",9.70%,-0.07,0.0246,-0.12,0.07,Put,2025-07-18,0.09699999999999999,0.16,6371,627.58
621.00,0.21,0.21,0.22,0.22,16024,"1,300",9.33%,-0.09,0.0310,-0.14,0.09,Put,2025-07-18,0.0933,0.21,1300,627.58
622.00,0.28,0.28,0.29,0.29,16673,"3,045",9.00%,-0.12,0.0390,-0.16,0.11,Put,2025-07-18,0.09,0.28,3045,627.58
623.00,0.36,0.36,0.37,0.37,16764,"2,292",8.55%,-0.15,0.0486,-0.18,0.13,Put,2025-07-18,0.0855,0.36,2292,627.58
624.00,0.49,0.48,0.49,0.49,28053,"3,048",8.19%,-0.19,0.0600,-0.20,0.15,Put,2025-07-18,0.0819,0.49,3048,627.58
625.00,0.65,0.64,0.65,0.65,40356,"6,077",7.82%,-0.25,0.0728,-0.22,0.18,Put,2025-07-18,0.0782,0.65,6077,627.58
626.00,0.86,0.85,0.86,0.87,53938,"4,786",7.44%,-0.32,0.0862,-0.24,0.20,Put,2025-07-18,0.07440000000000001,0.86,4786,627.58
627.00,1.17,1.15,1.15,1.16,77454,"2,475",7.11%,-0.41,0.0979,-0.24,0.22,Put,2025-07-18,0.0711,1.17,2475,627.58
628.00,1.57,1.56,1.57,1.58,56252,"2,383",6.92%,-0.51,0.1035,-0.23,0.22,Put,2025-07-18,0.0692,1.57,2383,627.58
629.00,2.13,2.11,2.12,2.13,15965,894,6.89%,-0.61,0.1003,-0.21,0.21,Put,2025-07-18,0.0689,2.13,894,627.58
630.00,2.80,2.77,2.79,2.81,8887,670,6.95%,-0.70,0.0897,-0.18,0.19,Put,2025-07-18,0.0695,2.8,670,627.58
631.00,3.56,3.56,3.59,3.63,1820,120,7.30%,-0.77,0.0742,-0.16,0.17,Put,2025-07-18,0.073,3.56,120,627.58
632.00,4.48,4.43,4.47,4.51,2073,680,7.77%,-0.82,0.0597,-0.14,0.14,Put,2025-07-18,0.07769999999999999,4.48,680,627.58
