Strike,Last Price,Bid,Mid,Ask,Volume,Open Interest,Implied Volatility,Delta,Gamma,Theta,Vega,OptionType,Expiration,UndPrice
415.00,-,62.75,64.47,66.19,0,0,87.09%,0.97,0.0019,-0.50,0.03,Call,2025-03-14,479.66
416.00,-,62.00,63.62,65.23,0,0,90.15%,0.96,0.0021,-0.59,0.04,Call,2025-03-14,479.66
417.00,-,60.54,62.39,64.23,0,0,81.78%,0.97,0.0018,-0.43,0.03,Call,2025-03-14,479.66
418.00,-,59.54,61.39,63.23,0,0,80.58%,0.97,0.0019,-0.43,0.03,Call,2025-03-14,479.66
419.00,-,58.65,60.44,62.23,0,0,81.22%,0.97,0.0020,-0.47,0.03,Call,2025-03-14,479.66
420.00,-,57.54,59.39,61.23,0,0,78.18%,0.97,0.0020,-0.43,0.03,Call,2025-03-14,479.66
421.00,-,57.00,58.60,60.19,0,0,83.26%,0.96,0.0024,-0.57,0.04,Call,2025-03-14,479.66
422.00,-,56.00,57.61,59.23,0,0,82.52%,0.96,0.0025,-0.58,0.04,Call,2025-03-14,479.66
423.00,-,55.00,56.61,58.23,0,0,81.25%,0.96,0.0026,-0.58,0.04,Call,2025-03-14,479.66
424.00,-,54.00,55.61,57.23,0,0,79.98%,0.96,0.0026,-0.57,0.04,Call,2025-03-14,479.66
425.00,-,53.00,54.61,56.23,0,3,78.71%,0.96,0.0027,-0.57,0.04,Call,2025-03-14,479.66
426.00,-,52.00,53.61,55.23,0,0,77.43%,0.96,0.0028,-0.57,0.04,Call,2025-03-14,479.66
427.00,-,50.54,52.39,54.23,0,0,69.81%,0.97,0.0024,-0.41,0.03,Call,2025-03-14,479.66
428.00,-,50.00,51.61,53.23,0,1,74.90%,0.95,0.0029,-0.56,0.04,Call,2025-03-14,479.66
429.00,-,48.54,50.39,52.23,0,1,67.42%,0.97,0.0025,-0.41,0.03,Call,2025-03-14,479.66
430.00,-,48.00,49.61,51.23,0,0,72.36%,0.95,0.0031,-0.56,0.04,Call,2025-03-14,479.66
431.00,-,46.54,48.36,50.19,0,0,64.42%,0.97,0.0026,-0.39,0.03,Call,2025-03-14,479.66
432.00,-,45.65,47.44,49.23,0,0,65.43%,0.96,0.0029,-0.44,0.04,Call,2025-03-14,479.66
433.00,-,44.54,46.39,48.23,0,3,62.65%,0.96,0.0029,-0.40,0.03,Call,2025-03-14,479.66
434.00,-,43.54,45.39,47.23,0,8,61.45%,0.96,0.0030,-0.40,0.03,Call,2025-03-14,479.66
435.00,-,42.74,44.49,46.23,0,10,62.95%,0.96,0.0033,-0.46,0.04,Call,2025-03-14,479.66
436.00,-,41.46,43.34,45.22,0,2,57.74%,0.97,0.0030,-0.37,0.03,Call,2025-03-14,479.66
437.00,-,40.59,42.41,44.23,0,1,58.56%,0.96,0.0034,-0.41,0.04,Call,2025-03-14,479.66
438.00,40.68,40.00,41.62,43.24,7,1,62.31%,0.95,0.0040,-0.54,0.05,Call,2025-03-14,479.66
439.00,-,39.00,40.62,42.24,0,0,61.03%,0.95,0.0042,-0.54,0.05,Call,2025-03-14,479.66
440.00,35.64,37.87,39.56,41.24,85,12,58.37%,0.95,0.0042,-0.49,0.05,Call,2025-03-14,479.66
441.00,34.66,36.87,38.56,40.24,85,1,57.12%,0.95,0.0043,-0.49,0.05,Call,2025-03-14,479.66
442.00,-,35.55,37.39,39.24,0,0,52.14%,0.96,0.0040,-0.39,0.04,Call,2025-03-14,479.66
443.00,-,34.87,36.56,38.24,0,0,54.59%,0.95,0.0047,-0.48,0.05,Call,2025-03-14,479.66
444.00,-,33.87,35.56,37.24,0,0,53.33%,0.94,0.0048,-0.48,0.05,Call,2025-03-14,479.66
445.00,31.35,32.87,34.56,36.24,1,1,52.07%,0.94,0.0050,-0.48,0.05,Call,2025-03-14,479.66
446.00,-,31.76,33.50,35.24,0,6,49.68%,0.95,0.0051,-0.44,0.05,Call,2025-03-14,479.66
447.00,31.89,30.75,32.49,34.22,1,5,48.11%,0.95,0.0052,-0.43,0.05,Call,2025-03-14,479.66
448.00,31.70,29.76,31.50,33.24,38,1,47.18%,0.94,0.0055,-0.44,0.05,Call,2025-03-14,479.66
449.00,-,28.75,30.50,32.24,0,0,45.82%,0.94,0.0058,-0.43,0.05,Call,2025-03-14,479.66
450.00,30.25,27.88,29.56,31.25,69,81,45.89%,0.94,0.0063,-0.47,0.05,Call,2025-03-14,479.66
451.00,-,26.88,28.56,30.25,0,53,44.61%,0.93,0.0066,-0.46,0.06,Call,2025-03-14,479.66
452.00,-,25.88,27.56,29.25,0,4,43.32%,0.93,0.0069,-0.46,0.06,Call,2025-03-14,479.66
453.00,-,24.88,26.55,28.22,0,4,41.77%,0.93,0.0072,-0.44,0.06,Call,2025-03-14,479.66
454.00,21.80,23.80,25.53,27.26,1,18,40.13%,0.93,0.0075,-0.43,0.06,Call,2025-03-14,479.66
455.00,24.29,22.89,24.56,26.24,41,42,39.44%,0.93,0.0081,-0.44,0.06,Call,2025-03-14,479.66
456.00,20.69,22.50,23.88,25.26,1,3,42.74%,0.90,0.0094,-0.58,0.08,Call,2025-03-14,479.66
457.00,21.58,21.51,22.60,23.69,8,7,37.38%,0.92,0.0092,-0.45,0.06,Call,2025-03-14,479.66
458.00,20.80,20.54,21.63,22.71,9,6,36.43%,0.92,0.0098,-0.46,0.07,Call,2025-03-14,479.66
459.00,19.29,19.55,20.63,21.71,17,21,35.15%,0.91,0.0104,-0.45,0.07,Call,2025-03-14,479.66
460.00,18.88,18.56,19.64,20.72,277,136,33.95%,0.91,0.0112,-0.45,0.07,Call,2025-03-14,479.66
461.00,18.71,17.58,18.66,19.73,81,36,32.79%,0.90,0.0120,-0.45,0.07,Call,2025-03-14,479.66
462.00,17.47,16.60,17.67,18.74,57,28,31.60%,0.90,0.0129,-0.45,0.08,Call,2025-03-14,479.66
463.00,16.31,15.64,16.70,17.75,16,69,30.53%,0.89,0.0139,-0.46,0.08,Call,2025-03-14,479.66
464.00,14.22,14.67,15.72,16.77,30,72,29.42%,0.89,0.0151,-0.46,0.08,Call,2025-03-14,479.66
465.00,14.45,13.73,14.75,15.77,329,263,28.33%,0.88,0.0164,-0.46,0.09,Call,2025-03-14,479.66
466.00,13.60,12.79,13.90,15.01,414,465,28.48%,0.86,0.0180,-0.51,0.10,Call,2025-03-14,479.66
467.00,13.79,11.87,12.84,13.81,188,278,26.35%,0.86,0.0196,-0.47,0.10,Call,2025-03-14,479.66
468.00,12.64,10.97,11.92,12.86,372,495,25.56%,0.84,0.0215,-0.49,0.10,Call,2025-03-14,479.66
469.00,11.79,10.20,10.99,11.77,420,647,24.64%,0.83,0.0236,-0.50,0.11,Call,2025-03-14,479.66
470.00,10.65,9.20,10.06,10.92,"1,218","2,504",23.68%,0.81,0.0260,-0.50,0.12,Call,2025-03-14,479.66
471.00,9.81,8.34,9.19,10.04,586,681,23.08%,0.79,0.0285,-0.52,0.12,Call,2025-03-14,479.66
472.00,8.85,7.53,8.29,9.05,"1,422",818,22.11%,0.77,0.0315,-0.53,0.13,Call,2025-03-14,479.66
473.00,7.30,7.20,7.31,7.42,"4,146","1,532",20.45%,0.76,0.0354,-0.51,0.14,Call,2025-03-14,479.66
474.00,7.01,6.33,6.45,6.56,"2,956",934,19.52%,0.73,0.0392,-0.51,0.14,Call,2025-03-14,479.66
475.00,6.16,5.72,5.81,5.89,"10,271","2,856",19.91%,0.68,0.0412,-0.55,0.15,Call,2025-03-14,479.66
476.00,5.41,5.03,5.11,5.18,"8,389","1,114",19.63%,0.64,0.0438,-0.57,0.16,Call,2025-03-14,479.66
477.00,4.32,4.42,4.44,4.46,"15,244","1,219",19.32%,0.60,0.0461,-0.57,0.17,Call,2025-03-14,479.66
478.00,3.80,3.76,3.78,3.80,"17,354","1,041",18.78%,0.55,0.0485,-0.57,0.17,Call,2025-03-14,479.66
479.00,3.18,3.17,3.19,3.21,"17,001",821,18.39%,0.50,0.0500,-0.56,0.17,Call,2025-03-14,479.66
480.00,2.58,2.64,2.66,2.67,"46,174","3,939",18.02%,0.45,0.0506,-0.54,0.17,Call,2025-03-14,479.66
481.00,2.13,2.17,2.18,2.19,"10,366",730,17.70%,0.40,0.0503,-0.52,0.17,Call,2025-03-14,479.66
482.00,1.76,1.75,1.76,1.77,"8,635","1,419",17.39%,0.35,0.0490,-0.49,0.16,Call,2025-03-14,479.66
483.00,1.36,1.37,1.38,1.39,"8,265",866,16.99%,0.30,0.0470,-0.44,0.15,Call,2025-03-14,479.66
484.00,1.06,1.06,1.08,1.09,"8,862","1,636",16.74%,0.25,0.0437,-0.40,0.14,Call,2025-03-14,479.66
485.00,0.78,0.78,0.79,0.80,"20,043","1,211",16.25%,0.20,0.0399,-0.34,0.12,Call,2025-03-14,479.66
486.00,0.58,0.58,0.60,0.61,"3,505",766,16.10%,0.16,0.0351,-0.30,0.11,Call,2025-03-14,479.66
487.00,0.43,0.42,0.44,0.45,"4,079",938,15.90%,0.13,0.0302,-0.25,0.09,Call,2025-03-14,479.66
488.00,0.32,0.30,0.32,0.33,"4,329",919,15.78%,0.10,0.0253,-0.20,0.08,Call,2025-03-14,479.66
489.00,0.22,0.22,0.23,0.24,"3,049","1,001",15.77%,0.08,0.0208,-0.17,0.06,Call,2025-03-14,479.66
490.00,0.16,0.16,0.17,0.18,"10,820","3,929",15.85%,0.06,0.0169,-0.14,0.05,Call,2025-03-14,479.66
491.00,0.11,0.11,0.12,0.13,"4,803",627,15.82%,0.04,0.0133,-0.11,0.04,Call,2025-03-14,479.66
492.00,0.12,0.08,0.09,0.10,"2,732","1,303",16.01%,0.03,0.0106,-0.09,0.03,Call,2025-03-14,479.66
493.00,0.08,0.06,0.07,0.07,"1,408",649,16.10%,0.02,0.0083,-0.07,0.03,Call,2025-03-14,479.66
494.00,0.07,0.05,0.06,0.06,"1,522","2,270",16.61%,0.02,0.0069,-0.06,0.02,Call,2025-03-14,479.66
495.00,0.05,0.03,0.04,0.04,"2,205","1,927",16.43%,0.01,0.0050,-0.04,0.02,Call,2025-03-14,479.66
496.00,0.05,0.02,0.03,0.03,794,535,16.54%,0.01,0.0038,-0.03,0.01,Call,2025-03-14,479.66
497.00,0.03,0.02,0.03,0.03,"2,207",550,17.38%,0.01,0.0035,-0.03,0.01,Call,2025-03-14,479.66
498.00,0.03,0.01,0.02,0.02,"2,095","1,296",17.12%,0.01,0.0024,-0.02,0.01,Call,2025-03-14,479.66
499.00,0.02,0.01,0.02,0.02,"1,457","1,569",17.90%,0.01,0.0022,-0.02,0.01,Call,2025-03-14,479.66
500.00,0.02,0.01,0.02,0.02,"2,346","5,123",18.68%,0.01,0.0020,-0.02,0.01,Call,2025-03-14,479.66
501.00,0.02,0.00,0.01,0.02,420,889,18.62%,0.00,0.0015,-0.02,0.01,Call,2025-03-14,479.66
502.00,0.02,0.01,0.02,0.02,452,756,20.21%,0.01,0.0018,-0.02,0.01,Call,2025-03-14,479.66
503.00,0.01,0.00,0.01,0.01,"4,380","1,002",18.77%,0.00,0.0008,-0.01,0.00,Call,2025-03-14,479.66
504.00,0.01,0.00,0.01,0.01,147,479,19.47%,0.00,0.0008,-0.01,0.00,Call,2025-03-14,479.66
505.00,0.01,0.00,0.01,0.01,"2,514","1,774",20.15%,0.00,0.0007,-0.01,0.00,Call,2025-03-14,479.66
506.00,0.01,0.00,0.01,0.01,994,873,20.83%,0.00,0.0007,-0.01,0.00,Call,2025-03-14,479.66
507.00,0.01,0.00,0.01,0.01,498,896,21.51%,0.00,0.0006,-0.01,0.00,Call,2025-03-14,479.66
508.00,0.01,0.00,0.01,0.01,757,924,22.19%,0.00,0.0006,-0.01,0.00,Call,2025-03-14,479.66
509.00,0.01,0.00,0.01,0.01,321,315,22.86%,0.00,0.0006,-0.01,0.00,Call,2025-03-14,479.66
510.00,0.01,0.00,0.01,0.01,206,"1,383",23.53%,0.00,0.0005,-0.01,0.00,Call,2025-03-14,479.66
511.00,0.01,0.00,0.01,0.01,171,620,24.20%,0.00,0.0005,-0.01,0.00,Call,2025-03-14,479.66
512.00,0.01,0.00,0.01,0.01,118,839,24.86%,0.00,0.0005,-0.01,0.00,Call,2025-03-14,479.66
513.00,0.01,0.00,0.01,0.01,3,154,25.52%,0.00,0.0005,-0.01,0.00,Call,2025-03-14,479.66
514.00,-,0.00,0.01,0.01,0,152,26.18%,0.00,0.0004,-0.01,0.00,Call,2025-03-14,479.66
515.00,0.01,0.00,0.01,0.01,80,845,26.84%,0.00,0.0004,-0.01,0.00,Call,2025-03-14,479.66
516.00,0.01,0.00,0.01,0.01,60,184,27.49%,0.00,0.0004,-0.01,0.00,Call,2025-03-14,479.66
517.00,0.01,0.00,0.01,0.01,109,151,28.14%,0.00,0.0004,-0.01,0.00,Call,2025-03-14,479.66
518.00,0.01,0.00,0.01,0.01,29,548,28.79%,0.00,0.0004,-0.01,0.00,Call,2025-03-14,479.66
519.00,-,0.00,0.01,0.01,0,338,29.44%,0.00,0.0004,-0.01,0.00,Call,2025-03-14,479.66
520.00,0.01,0.00,0.01,0.01,23,"2,230",30.08%,0.00,0.0003,-0.01,0.00,Call,2025-03-14,479.66
521.00,-,0.00,0.01,0.01,0,289,30.72%,0.00,0.0003,-0.01,0.00,Call,2025-03-14,479.66
522.00,-,0.00,0.01,0.01,0,227,31.35%,0.00,0.0003,-0.01,0.00,Call,2025-03-14,479.66
523.00,0.01,0.00,0.01,0.01,1,56,31.99%,0.00,0.0003,-0.01,0.00,Call,2025-03-14,479.66
524.00,-,0.00,0.01,0.01,0,288,32.63%,0.00,0.0003,-0.01,0.00,Call,2025-03-14,479.66
525.00,0.01,0.00,0.01,0.01,1,256,33.25%,0.00,0.0003,-0.01,0.00,Call,2025-03-14,479.66
526.00,-,0.00,0.01,0.01,0,123,33.89%,0.00,0.0003,-0.01,0.00,Call,2025-03-14,479.66
527.00,0.01,0.00,0.01,0.01,8,81,34.51%,0.00,0.0003,-0.01,0.00,Call,2025-03-14,479.66
528.00,-,0.00,0.01,0.01,0,59,35.14%,0.00,0.0003,-0.01,0.00,Call,2025-03-14,479.66
529.00,-,0.00,0.01,0.01,0,27,35.76%,0.00,0.0002,-0.01,0.00,Call,2025-03-14,479.66
530.00,-,0.00,0.01,0.01,0,"1,429",36.38%,0.00,0.0002,-0.01,0.00,Call,2025-03-14,479.66
531.00,-,0.00,0.01,0.01,0,9,37.00%,0.00,0.0002,-0.01,0.00,Call,2025-03-14,479.66
532.00,-,0.00,0.01,0.01,0,3,37.62%,0.00,0.0002,-0.01,0.00,Call,2025-03-14,479.66
533.00,-,0.00,0.01,0.01,0,6,38.23%,0.00,0.0002,-0.01,0.00,Call,2025-03-14,479.66
534.00,-,0.00,0.01,0.01,0,3,38.84%,0.00,0.0002,-0.01,0.00,Call,2025-03-14,479.66
535.00,-,0.00,0.01,0.01,0,451,39.45%,0.00,0.0002,-0.01,0.00,Call,2025-03-14,479.66
536.00,-,0.00,0.01,0.01,0,5,40.06%,0.00,0.0002,-0.01,0.00,Call,2025-03-14,479.66
537.00,-,0.00,0.01,0.01,0,1,40.66%,0.00,0.0002,-0.01,0.00,Call,2025-03-14,479.66
538.00,-,0.00,0.01,0.01,0,94,41.27%,0.00,0.0002,-0.01,0.00,Call,2025-03-14,479.66
539.00,-,0.00,0.01,0.01,0,12,41.87%,0.00,0.0002,-0.01,0.00,Call,2025-03-14,479.66
540.00,-,0.00,0.01,0.01,0,186,42.47%,0.00,0.0002,-0.01,0.00,Call,2025-03-14,479.66
545.00,-,0.00,0.01,0.01,0,46,45.44%,0.00,0.0002,-0.01,0.00,Call,2025-03-14,479.66
550.00,-,0.00,0.01,0.01,0,319,48.38%,0.00,0.0001,-0.01,0.00,Call,2025-03-14,479.66
555.00,-,0.00,0.01,0.01,0,3,51.27%,0.00,0.0001,-0.01,0.00,Call,2025-03-14,479.66
560.00,0.01,0.00,0.01,0.01,20,63,54.13%,0.00,0.0001,-0.01,0.00,Call,2025-03-14,479.66
400.00,0.01,0.00,0.01,0.01,923,83,62.58%,0.00,0.0001,-0.01,0.00,Put,2025-03-14,479.66
401.00,0.01,0.00,0.01,0.01,126,12,61.77%,0.00,0.0001,-0.01,0.00,Put,2025-03-14,479.66
402.00,0.01,0.00,0.01,0.01,1,11,60.97%,0.00,0.0001,-0.01,0.00,Put,2025-03-14,479.66
403.00,0.01,0.00,0.01,0.01,2,12,60.17%,0.00,0.0001,-0.01,0.00,Put,2025-03-14,479.66
404.00,-,0.00,0.01,0.01,0,0,59.37%,0.00,0.0001,-0.01,0.00,Put,2025-03-14,479.66
405.00,-,0.00,0.01,0.01,0,0,58.57%,0.00,0.0001,-0.01,0.00,Put,2025-03-14,479.66
406.00,0.02,0.00,0.01,0.01,2,22,57.77%,0.00,0.0001,-0.01,0.00,Put,2025-03-14,479.66
407.00,0.02,0.00,0.01,0.01,2,26,56.97%,0.00,0.0001,-0.01,0.00,Put,2025-03-14,479.66
408.00,-,0.00,0.01,0.01,0,116,56.18%,0.00,0.0001,-0.01,0.00,Put,2025-03-14,479.66
409.00,0.01,0.00,0.01,0.01,105,81,55.38%,0.00,0.0001,-0.01,0.00,Put,2025-03-14,479.66
410.00,0.02,0.00,0.01,0.01,55,3,54.58%,0.00,0.0001,-0.01,0.00,Put,2025-03-14,479.66
411.00,-,0.00,0.01,0.01,0,46,53.80%,0.00,0.0001,-0.01,0.00,Put,2025-03-14,479.66
412.00,0.02,0.00,0.01,0.01,4,273,53.01%,0.00,0.0001,-0.01,0.00,Put,2025-03-14,479.66
413.00,0.01,0.00,0.01,0.01,195,40,52.21%,0.00,0.0001,-0.01,0.00,Put,2025-03-14,479.66
414.00,0.01,0.00,0.01,0.01,2,45,51.43%,0.00,0.0001,-0.01,0.00,Put,2025-03-14,479.66
415.00,0.01,0.00,0.01,0.02,17,5,53.70%,0.00,0.0002,-0.02,0.00,Put,2025-03-14,479.66
416.00,0.01,0.00,0.01,0.02,68,462,52.87%,0.00,0.0002,-0.02,0.00,Put,2025-03-14,479.66
417.00,0.01,0.00,0.01,0.02,474,62,52.04%,0.00,0.0002,-0.02,0.00,Put,2025-03-14,479.66
418.00,0.01,0.00,0.01,0.02,1,6,51.22%,0.00,0.0002,-0.02,0.00,Put,2025-03-14,479.66
419.00,-,0.00,0.01,0.02,0,97,50.40%,0.00,0.0002,-0.02,0.00,Put,2025-03-14,479.66
420.00,0.01,0.00,0.01,0.02,79,75,49.57%,0.00,0.0002,-0.02,0.00,Put,2025-03-14,479.66
421.00,0.01,0.00,0.01,0.02,11,229,48.75%,0.00,0.0002,-0.02,0.00,Put,2025-03-14,479.66
422.00,0.01,0.00,0.01,0.02,3,127,47.93%,0.00,0.0003,-0.02,0.00,Put,2025-03-14,479.66
423.00,-,0.00,0.01,0.02,0,242,47.11%,0.00,0.0003,-0.02,0.00,Put,2025-03-14,479.66
424.00,0.01,0.00,0.01,0.02,15,277,46.29%,0.00,0.0003,-0.02,0.00,Put,2025-03-14,479.66
425.00,0.01,0.00,0.01,0.02,2,547,45.48%,0.00,0.0003,-0.02,0.00,Put,2025-03-14,479.66
426.00,0.02,0.00,0.01,0.02,337,265,44.65%,0.00,0.0003,-0.02,0.00,Put,2025-03-14,479.66
427.00,0.03,0.00,0.01,0.02,3,143,43.83%,0.00,0.0003,-0.02,0.00,Put,2025-03-14,479.66
428.00,0.02,0.00,0.01,0.02,182,100,43.02%,0.00,0.0003,-0.02,0.00,Put,2025-03-14,479.66
429.00,0.02,0.00,0.01,0.02,13,537,42.21%,0.00,0.0003,-0.02,0.00,Put,2025-03-14,479.66
430.00,0.01,0.00,0.01,0.02,103,753,41.39%,0.00,0.0003,-0.02,0.00,Put,2025-03-14,479.66
431.00,0.03,0.00,0.01,0.02,4,436,40.58%,0.00,0.0003,-0.02,0.00,Put,2025-03-14,479.66
432.00,0.02,0.00,0.01,0.02,607,328,39.77%,0.00,0.0004,-0.02,0.00,Put,2025-03-14,479.66
433.00,0.02,0.01,0.02,0.02,94,368,40.50%,0.00,0.0005,-0.03,0.00,Put,2025-03-14,479.66
434.00,0.01,0.01,0.02,0.02,27,"2,057",39.66%,0.00,0.0005,-0.03,0.00,Put,2025-03-14,479.66
435.00,0.01,0.01,0.02,0.02,121,199,38.82%,0.00,0.0005,-0.02,0.00,Put,2025-03-14,479.66
436.00,0.01,0.01,0.02,0.02,427,339,37.98%,0.00,0.0006,-0.02,0.00,Put,2025-03-14,479.66
437.00,0.02,0.01,0.02,0.02,426,475,37.14%,0.00,0.0006,-0.02,0.00,Put,2025-03-14,479.66
438.00,0.02,0.01,0.02,0.02,"3,497","1,102",36.30%,0.00,0.0006,-0.02,0.00,Put,2025-03-14,479.66
439.00,0.03,0.01,0.02,0.02,177,292,35.47%,0.00,0.0006,-0.02,0.00,Put,2025-03-14,479.66
440.00,0.03,0.01,0.02,0.02,539,"1,178",34.63%,0.00,0.0007,-0.02,0.00,Put,2025-03-14,479.66
441.00,0.02,0.01,0.02,0.02,410,999,33.79%,0.00,0.0007,-0.02,0.00,Put,2025-03-14,479.66
442.00,0.03,0.01,0.02,0.02,414,885,32.96%,0.00,0.0007,-0.02,0.00,Put,2025-03-14,479.66
443.00,0.02,0.01,0.02,0.03,575,453,33.11%,0.00,0.0009,-0.03,0.01,Put,2025-03-14,479.66
444.00,0.02,0.01,0.02,0.02,"3,898","2,706",31.28%,0.00,0.0008,-0.02,0.00,Put,2025-03-14,479.66
445.00,0.02,0.01,0.02,0.03,678,"1,108",31.39%,0.00,0.0010,-0.03,0.01,Put,2025-03-14,479.66
446.00,0.03,0.01,0.02,0.03,457,755,30.54%,0.00,0.0010,-0.03,0.01,Put,2025-03-14,479.66
447.00,0.02,0.01,0.02,0.03,"1,071","3,465",29.68%,0.00,0.0011,-0.03,0.01,Put,2025-03-14,479.66
448.00,0.03,0.01,0.02,0.03,969,891,28.82%,-0.01,0.0012,-0.03,0.01,Put,2025-03-14,479.66
449.00,0.03,0.02,0.03,0.03,"2,457",975,28.68%,-0.01,0.0014,-0.04,0.01,Put,2025-03-14,479.66
450.00,0.03,0.02,0.03,0.03,"5,250","2,642",27.80%,-0.01,0.0015,-0.04,0.01,Put,2025-03-14,479.66
451.00,0.02,0.02,0.03,0.03,"2,236",619,26.92%,-0.01,0.0016,-0.04,0.01,Put,2025-03-14,479.66
452.00,0.02,0.02,0.03,0.04,"2,168","2,241",26.62%,-0.01,0.0019,-0.04,0.01,Put,2025-03-14,479.66
453.00,0.04,0.03,0.04,0.04,"6,328",928,26.21%,-0.01,0.0022,-0.05,0.01,Put,2025-03-14,479.66
454.00,0.04,0.03,0.04,0.04,748,"2,025",25.30%,-0.01,0.0023,-0.05,0.01,Put,2025-03-14,479.66
455.00,0.04,0.03,0.04,0.04,"1,997","1,122",24.39%,-0.01,0.0025,-0.05,0.01,Put,2025-03-14,479.66
456.00,0.05,0.04,0.05,0.05,"1,701",907,24.26%,-0.01,0.0030,-0.06,0.01,Put,2025-03-14,479.66
457.00,0.06,0.04,0.05,0.06,"4,157",874,23.66%,-0.01,0.0034,-0.06,0.02,Put,2025-03-14,479.66
458.00,0.05,0.05,0.06,0.07,"3,910","1,009",23.30%,-0.02,0.0040,-0.07,0.02,Put,2025-03-14,479.66
459.00,0.05,0.06,0.07,0.08,"2,011",998,22.85%,-0.02,0.0047,-0.08,0.02,Put,2025-03-14,479.66
460.00,0.07,0.08,0.08,0.09,"4,897","3,820",22.52%,-0.02,0.0056,-0.09,0.02,Put,2025-03-14,479.66
461.00,0.08,0.09,0.10,0.10,"2,215","1,013",21.89%,-0.03,0.0064,-0.09,0.03,Put,2025-03-14,479.66
462.00,0.15,0.11,0.12,0.13,"6,421","1,273",21.70%,-0.03,0.0077,-0.11,0.03,Put,2025-03-14,479.66
463.00,0.12,0.14,0.15,0.16,"4,126","1,338",21.49%,-0.04,0.0092,-0.13,0.04,Put,2025-03-14,479.66
464.00,0.15,0.17,0.18,0.19,"2,703",883,21.11%,-0.05,0.0107,-0.15,0.04,Put,2025-03-14,479.66
465.00,0.20,0.21,0.22,0.23,"15,608","1,884",20.81%,-0.06,0.0126,-0.17,0.05,Put,2025-03-14,479.66
466.00,0.26,0.26,0.28,0.29,"4,755",831,20.62%,-0.07,0.0148,-0.19,0.06,Put,2025-03-14,479.66
467.00,0.31,0.31,0.32,0.33,"5,137",393,20.09%,-0.08,0.0171,-0.21,0.06,Put,2025-03-14,479.66
468.00,0.39,0.37,0.39,0.40,"5,555",462,19.73%,-0.10,0.0198,-0.24,0.07,Put,2025-03-14,479.66
469.00,0.44,0.46,0.48,0.49,"5,992","1,036",19.50%,-0.11,0.0228,-0.27,0.08,Put,2025-03-14,479.66
470.00,0.57,0.57,0.57,0.57,"30,265","1,024",19.13%,-0.13,0.0261,-0.29,0.09,Put,2025-03-14,479.66
471.00,0.66,0.69,0.71,0.72,"29,453",658,18.96%,-0.16,0.0297,-0.33,0.11,Put,2025-03-14,479.66
472.00,0.83,0.83,0.85,0.86,"9,938",890,18.61%,-0.19,0.0335,-0.35,0.12,Put,2025-03-14,479.66
473.00,1.03,1.03,1.06,1.08,"13,549",589,18.60%,-0.22,0.0371,-0.39,0.13,Put,2025-03-14,479.66
474.00,1.30,1.24,1.26,1.27,"12,577",546,18.26%,-0.26,0.0409,-0.41,0.14,Put,2025-03-14,479.66
475.00,1.49,1.48,1.50,1.52,"37,321",941,17.99%,-0.30,0.0445,-0.44,0.15,Put,2025-03-14,479.66
476.00,1.77,1.76,1.78,1.79,"17,682",475,17.64%,-0.34,0.0480,-0.45,0.16,Put,2025-03-14,479.66
477.00,2.11,2.09,2.11,2.13,"26,855",540,17.41%,-0.39,0.0508,-0.46,0.17,Put,2025-03-14,479.66
478.00,2.47,2.45,2.46,2.47,"30,009",527,16.98%,-0.44,0.0536,-0.46,0.17,Put,2025-03-14,479.66
